date,country,no_of_cases
2022-05-11,Chad,418.206
2022-05-12,Chad,418.206
2022-05-13,Chad,418.206
2022-05-14,Chad,418.206
2022-05-15,Chad,418.319
2022-05-16,Chad,418.319
2022-05-17,Chad,418.319
2022-05-18,Chad,418.319
2022-05-19,Chad,418.319
2022-05-20,Chad,418.319
2022-05-21,Chad,418.319
2022-05-22,Chad,418.376
2022-05-23,Chad,418.376
2022-05-24,Chad,418.376
2022-05-25,Chad,418.376
2022-05-26,Chad,418.376
2022-05-27,Chad,418.376
2022-05-28,Chad,418.376
2022-05-29,Chad,418.488
2022-05-30,Chad,418.488
2022-05-31,Chad,418.488
2022-06-01,Chad,418.488
2022-06-02,Chad,418.488
2022-06-03,Chad,418.488
2022-06-04,Chad,418.488
2022-06-05,Chad,418.488
2022-06-06,Chad,418.488
2022-06-07,Chad,418.488
2022-06-08,Chad,418.488
2022-06-09,Chad,418.488
2022-06-10,Chad,418.488
2022-06-11,Chad,418.488
2022-06-12,Chad,418.545
2022-06-13,Chad,418.545
2022-06-14,Chad,418.545
2022-06-15,Chad,418.545
2022-06-16,Chad,418.545
2022-06-17,Chad,418.545
2022-06-18,Chad,418.545
2022-06-19,Chad,418.658
2022-06-20,Chad,418.658
2022-06-21,Chad,418.658
2022-06-22,Chad,418.658
2022-06-23,Chad,418.658
2022-06-24,Chad,418.658
2022-06-25,Chad,418.658
2022-06-26,Chad,418.883
2022-06-27,Chad,418.883
2022-06-28,Chad,418.883
2022-06-29,Chad,418.883
2022-06-30,Chad,418.883
2022-07-01,Chad,418.883
2022-07-02,Chad,418.883
2022-07-03,Chad,418.94
2022-07-04,Chad,418.94
2022-07-05,Chad,418.94
2022-07-06,Chad,418.94
2022-07-07,Chad,418.94
2022-07-08,Chad,418.94
2022-07-09,Chad,418.94
2022-07-10,Chad,418.996
2022-07-11,Chad,418.996
2022-07-12,Chad,418.996
2022-07-13,Chad,418.996
2022-07-14,Chad,418.996
2022-07-15,Chad,418.996
2022-07-16,Chad,418.996
2022-07-17,Chad,419.053
2022-07-18,Chad,419.053
2022-07-19,Chad,419.053
2022-07-20,Chad,419.053
2022-07-21,Chad,419.053
2022-07-22,Chad,419.053
2022-07-23,Chad,419.053
2022-07-24,Chad,419.222
2022-07-25,Chad,419.222
2022-07-26,Chad,419.222
2022-07-27,Chad,419.222
2022-07-28,Chad,419.222
2022-07-29,Chad,419.222
2022-07-30,Chad,419.222
2022-07-31,Chad,419.335
2022-08-01,Chad,419.335
2022-08-02,Chad,419.335
2022-08-03,Chad,419.335
2022-08-04,Chad,419.335
2022-08-05,Chad,419.335
2022-08-06,Chad,419.335
2022-08-07,Chad,419.617
2022-08-08,Chad,419.617
2022-08-09,Chad,419.617
2022-08-10,Chad,419.617
2022-08-11,Chad,419.617
2022-08-12,Chad,419.617
2022-08-13,Chad,419.617
2022-08-14,Chad,419.899
2022-08-15,Chad,419.899
2022-08-16,Chad,419.899
2022-08-17,Chad,419.899
2022-08-18,Chad,419.899
2022-08-19,Chad,419.899
2022-08-20,Chad,419.899
2022-08-21,Chad,420.689
2022-08-22,Chad,420.689
2022-08-23,Chad,420.689
2022-08-24,Chad,420.689
2022-08-25,Chad,420.689
2022-08-26,Chad,420.689
2022-08-27,Chad,420.689
2022-08-28,Chad,422.551
2022-08-29,Chad,422.551
2022-08-30,Chad,422.551
2022-08-31,Chad,422.551
2022-09-01,Chad,422.551
2022-09-02,Chad,422.551
2022-09-03,Chad,422.551
2022-09-04,Chad,425.203
2022-09-05,Chad,425.203
2022-09-06,Chad,425.203
2022-09-07,Chad,425.203
2022-09-08,Chad,425.203
2022-09-09,Chad,425.203
2022-09-10,Chad,425.203
2022-09-11,Chad,425.823
2022-09-12,Chad,425.823
2022-09-13,Chad,425.823
2022-09-14,Chad,425.823
2022-09-15,Chad,425.823
2022-09-16,Chad,425.823
2022-09-17,Chad,425.823
2022-09-18,Chad,426.444
2022-09-19,Chad,426.444
2022-09-20,Chad,426.444
2022-09-21,Chad,426.444
2022-09-22,Chad,426.444
2022-09-23,Chad,426.444
2022-09-24,Chad,426.444
2022-09-25,Chad,427.177
2022-09-26,Chad,427.177
2022-09-27,Chad,427.177
2022-09-28,Chad,427.177
2022-09-29,Chad,427.177
2022-09-30,Chad,427.177
2022-10-01,Chad,427.177
2022-10-02,Chad,427.742
2022-10-03,Chad,427.742
2022-10-04,Chad,427.742
2022-10-05,Chad,427.742
2022-10-06,Chad,427.742
2022-10-07,Chad,427.742
2022-10-08,Chad,427.742
2022-10-09,Chad,428.25
2022-10-10,Chad,428.25
2022-10-11,Chad,428.25
2022-10-12,Chad,428.25
2022-10-13,Chad,428.25
2022-10-14,Chad,428.25
2022-10-15,Chad,428.25
2022-10-16,Chad,429.096
2022-10-17,Chad,429.096
2022-10-18,Chad,429.096
2022-10-19,Chad,429.096
2022-10-20,Chad,429.096
2022-10-21,Chad,429.096
2022-10-22,Chad,429.096
2022-10-23,Chad,429.547
2022-10-24,Chad,429.547
2022-10-25,Chad,429.547
2022-10-26,Chad,429.547
2022-10-27,Chad,429.547
2022-10-28,Chad,429.547
2022-10-29,Chad,429.547
2022-10-30,Chad,429.942
2022-10-31,Chad,429.942
2022-11-01,Chad,429.942
2022-11-02,Chad,429.942
2022-11-03,Chad,429.942
2022-11-04,Chad,429.942
2022-11-05,Chad,429.942
2022-11-06,Chad,430.337
2022-11-07,Chad,430.337
2022-11-08,Chad,430.337
2022-11-09,Chad,430.337
2022-11-10,Chad,430.337
2022-11-11,Chad,430.337
2022-11-12,Chad,430.337
2022-11-13,Chad,430.563
2022-11-14,Chad,430.563
2022-11-15,Chad,430.563
2022-11-16,Chad,430.563
2022-11-17,Chad,430.563
2022-11-18,Chad,430.563
2022-11-19,Chad,430.563
2022-11-20,Chad,430.901
2022-11-21,Chad,430.901
2022-11-22,Chad,430.901
2022-11-23,Chad,430.901
2022-11-24,Chad,430.901
2022-11-25,Chad,430.901
2022-11-26,Chad,430.901
2022-11-27,Chad,431.127
2022-11-28,Chad,431.127
2022-11-29,Chad,431.127
2022-11-30,Chad,431.127
2022-12-01,Chad,431.127
2022-12-02,Chad,431.127
2022-12-03,Chad,431.127
2022-12-04,Chad,431.409
2022-12-05,Chad,431.409
2022-12-06,Chad,431.409
2022-12-07,Chad,431.409
2022-12-08,Chad,431.409
2022-12-09,Chad,431.409
2022-12-10,Chad,431.409
2022-12-11,Chad,431.466
2022-12-12,Chad,431.466
2022-12-13,Chad,431.466
2022-12-14,Chad,431.466
2022-12-15,Chad,431.466
2022-12-16,Chad,431.466
2022-12-17,Chad,431.466
2022-12-18,Chad,431.522
2022-12-19,Chad,431.522
2022-12-20,Chad,431.522
2022-12-21,Chad,431.522
2022-12-22,Chad,431.522
2022-12-23,Chad,431.522
2022-12-24,Chad,431.522
2022-12-25,Chad,431.578
2022-12-26,Chad,431.578
2022-12-27,Chad,431.578
2022-12-28,Chad,431.578
2022-12-29,Chad,431.578
2022-12-30,Chad,431.578
2022-12-31,Chad,431.578
2023-01-01,Chad,431.635
2023-01-02,Chad,431.635
2023-01-03,Chad,431.635
2023-01-04,Chad,431.635
2023-01-05,Chad,431.635
2023-01-06,Chad,431.635
2023-01-07,Chad,431.635
2023-01-08,Chad,431.691
2023-01-09,Chad,431.691
2023-01-10,Chad,431.691
2023-01-11,Chad,431.691
2023-01-12,Chad,431.691
2023-01-13,Chad,431.691
2023-01-14,Chad,431.691
2023-01-15,Chad,431.691
2023-01-16,Chad,431.691
2023-01-17,Chad,431.691
2023-01-18,Chad,431.691
2023-01-19,Chad,431.691
2023-01-20,Chad,431.691
2023-01-21,Chad,431.691
2023-01-22,Chad,431.691
2023-01-23,Chad,431.691
2023-01-24,Chad,431.691
2023-01-25,Chad,431.691
2023-01-26,Chad,431.691
2023-01-27,Chad,431.691
2023-01-28,Chad,431.691
2023-01-29,Chad,431.748
2023-01-30,Chad,431.748
2023-01-31,Chad,431.748
2023-02-01,Chad,431.748
2023-02-02,Chad,431.748
2023-02-03,Chad,431.748
2023-02-04,Chad,431.748
2023-02-05,Chad,431.748
2023-02-06,Chad,431.748
2023-02-07,Chad,431.748
2023-02-08,Chad,431.748
2023-02-09,Chad,431.748
2023-02-10,Chad,431.748
2023-02-11,Chad,431.748
2023-02-12,Chad,431.748
2023-02-13,Chad,431.748
2023-02-14,Chad,431.748
2023-02-15,Chad,431.748
2023-02-16,Chad,431.748
2023-02-17,Chad,431.748
2023-02-18,Chad,431.748
2023-02-19,Chad,432.256
2023-02-20,Chad,432.256
2023-02-21,Chad,432.256
2023-02-22,Chad,432.256
2023-02-23,Chad,432.256
2023-02-24,Chad,432.256
2023-02-25,Chad,432.256
2023-02-26,Chad,433.045
2023-02-27,Chad,433.045
2023-02-28,Chad,433.045
2023-03-01,Chad,433.045
2023-03-02,Chad,433.045
2023-03-03,Chad,433.045
2023-03-04,Chad,433.045
2023-03-05,Chad,433.215
2023-03-06,Chad,433.215
2023-03-07,Chad,433.215
2023-03-08,Chad,433.215
2023-03-09,Chad,433.215
2023-03-10,Chad,433.215
2023-03-11,Chad,433.215
2023-03-12,Chad,433.271
2023-03-13,Chad,433.271
2023-03-14,Chad,433.271
2023-03-15,Chad,433.271
2023-03-16,Chad,433.271
2023-03-17,Chad,433.271
2023-03-18,Chad,433.271
2023-03-19,Chad,433.44
2023-03-20,Chad,433.44
2023-03-21,Chad,433.44
2023-03-22,Chad,433.44
2023-03-23,Chad,433.44
2023-03-24,Chad,433.44
2023-03-25,Chad,433.44
2023-03-26,Chad,433.61
2023-03-27,Chad,433.61
2023-03-28,Chad,433.61
2023-03-29,Chad,433.61
2023-03-30,Chad,433.61
2023-03-31,Chad,433.61
2023-04-01,Chad,433.61
2023-04-02,Chad,433.779
2023-04-03,Chad,433.779
2023-04-04,Chad,433.779
2023-04-05,Chad,433.779
2023-04-06,Chad,433.779
2023-04-07,Chad,433.779
2023-04-08,Chad,433.779
2023-04-09,Chad,434.174
2023-04-10,Chad,434.174
2023-04-11,Chad,434.174
2023-04-12,Chad,434.174
2023-04-13,Chad,434.174
2023-04-14,Chad,434.174
2023-04-15,Chad,434.174
2023-04-16,Chad,434.23
2023-04-17,Chad,434.23
2023-04-18,Chad,434.23
2023-04-19,Chad,434.23
2023-04-20,Chad,434.23
2023-04-21,Chad,434.23
2023-04-22,Chad,434.23
2023-04-23,Chad,434.287
2023-04-24,Chad,434.287
2023-04-25,Chad,434.287
2023-04-26,Chad,434.287
2023-04-27,Chad,434.287
2023-04-28,Chad,434.287
2023-04-29,Chad,434.287
2023-04-30,Chad,434.343
2023-05-01,Chad,434.343
2023-05-02,Chad,434.343
2023-05-03,Chad,434.343
2023-05-04,Chad,434.343
2023-05-05,Chad,434.343
2023-05-06,Chad,434.343
2023-05-07,Chad,434.343
2023-05-08,Chad,434.343
2023-05-09,Chad,434.343
2023-05-10,Chad,434.343
2023-05-11,Chad,434.343
2023-05-12,Chad,434.343
2023-05-13,Chad,434.343
2023-05-14,Chad,434.343
2023-05-15,Chad,434.343
2023-05-16,Chad,434.343
2023-05-17,Chad,434.343
2023-05-18,Chad,434.343
2023-05-19,Chad,434.343
2023-05-20,Chad,434.343
2023-05-21,Chad,434.343
2023-05-22,Chad,434.343
2023-05-23,Chad,434.343
2023-05-24,Chad,434.343
2023-05-25,Chad,434.343
2023-05-26,Chad,434.343
2023-05-27,Chad,434.343
2023-05-28,Chad,434.343
2023-05-29,Chad,434.343
2023-05-30,Chad,434.343
2023-05-31,Chad,434.343
2023-06-01,Chad,434.343
2023-06-02,Chad,434.343
2023-06-03,Chad,434.343
2023-06-04,Chad,434.343
2023-06-05,Chad,434.343
2023-06-06,Chad,434.343
2023-06-07,Chad,434.343
2023-06-08,Chad,434.343
2023-06-09,Chad,434.343
2023-06-10,Chad,434.343
2023-06-11,Chad,434.343
2023-06-12,Chad,434.343
2023-06-13,Chad,434.343
2023-06-14,Chad,434.343
2023-06-15,Chad,434.343
2023-06-16,Chad,434.343
2023-06-17,Chad,434.343
2023-06-18,Chad,434.343
2023-06-19,Chad,434.343
2023-06-20,Chad,434.343
2023-06-21,Chad,434.343
2023-06-22,Chad,434.343
2023-06-23,Chad,434.343
2023-06-24,Chad,434.343
2023-06-25,Chad,434.343
2023-06-26,Chad,434.343
2023-06-27,Chad,434.343
2023-06-28,Chad,434.343
2023-06-29,Chad,434.343
2023-06-30,Chad,434.343
2023-07-01,Chad,434.343
2023-07-02,Chad,434.343
2023-07-03,Chad,434.343
2023-07-04,Chad,434.343
2023-07-05,Chad,434.343
2023-07-06,Chad,434.343
2023-07-07,Chad,434.343
2023-07-08,Chad,434.343
2023-07-09,Chad,434.343
2023-07-10,Chad,434.343
2023-07-11,Chad,434.343
2023-07-12,Chad,434.343
2023-07-13,Chad,434.343
2023-07-14,Chad,434.343
2023-07-15,Chad,434.343
2023-07-16,Chad,434.343
2023-07-17,Chad,434.343
2023-07-18,Chad,434.343
2023-07-19,Chad,434.343
2023-07-20,Chad,434.343
2023-07-21,Chad,434.343
2023-07-22,Chad,434.343
2023-07-23,Chad,434.343
2023-07-24,Chad,434.343
2023-07-25,Chad,434.343
2023-07-26,Chad,434.343
2023-07-27,Chad,434.343
2023-07-28,Chad,434.343
2023-07-29,Chad,434.343
2023-07-30,Chad,434.343
2023-07-31,Chad,434.343
2023-08-01,Chad,434.343
2023-08-02,Chad,434.343
2023-08-03,Chad,434.343
2023-08-04,Chad,434.343
2023-08-05,Chad,434.343
2023-08-06,Chad,434.343
2023-08-07,Chad,434.343
2023-08-08,Chad,434.343
2023-08-09,Chad,434.343
2023-08-10,Chad,434.343
2023-08-11,Chad,434.343
2023-08-12,Chad,434.343
2023-08-13,Chad,434.343
2023-08-14,Chad,434.343
2023-08-15,Chad,434.343
2023-08-16,Chad,434.343
2023-08-17,Chad,434.343
2023-08-18,Chad,434.343
2023-08-19,Chad,434.343
2023-08-20,Chad,434.343
2023-08-21,Chad,434.343
2023-08-22,Chad,434.343
2023-08-23,Chad,434.343
2023-08-24,Chad,434.343
2023-08-25,Chad,434.343
2023-08-26,Chad,434.343
2023-08-27,Chad,434.343
2023-08-28,Chad,434.343
2023-08-29,Chad,434.343
2023-08-30,Chad,434.343
2023-08-31,Chad,434.343
2023-09-01,Chad,434.343
2023-09-02,Chad,434.343
2023-09-03,Chad,434.343
2023-09-04,Chad,434.343
2023-09-05,Chad,434.343
2023-09-06,Chad,434.343
2023-09-07,Chad,434.343
2023-09-08,Chad,434.343
2023-09-09,Chad,434.343
2023-09-10,Chad,434.343
2023-09-11,Chad,434.343
2023-09-12,Chad,434.343
2023-09-13,Chad,434.343
2023-09-14,Chad,434.343
2023-09-15,Chad,434.343
2023-09-16,Chad,434.343
2023-09-17,Chad,434.343
2023-09-18,Chad,434.343
2023-09-19,Chad,434.343
2023-09-20,Chad,434.343
2023-09-21,Chad,434.343
2023-09-22,Chad,434.343
2023-09-23,Chad,434.343
2023-09-24,Chad,434.343
2023-09-25,Chad,434.343
2023-09-26,Chad,434.343
2023-09-27,Chad,434.343
2023-09-28,Chad,434.343
2023-09-29,Chad,434.343
2023-09-30,Chad,434.343
2023-10-01,Chad,434.343
2023-10-02,Chad,434.343
2023-10-03,Chad,434.343
2023-10-04,Chad,434.343
2023-10-05,Chad,434.343
2023-10-06,Chad,434.343
2023-10-07,Chad,434.343
2023-10-08,Chad,434.343
2023-10-09,Chad,434.343
2023-10-10,Chad,434.343
2023-10-11,Chad,434.343
2023-10-12,Chad,434.343
2023-10-13,Chad,434.343
2023-10-14,Chad,434.343
2023-10-15,Chad,434.343
2023-10-16,Chad,434.343
2023-10-17,Chad,434.343
2023-10-18,Chad,434.343
2023-10-19,Chad,434.343
2023-10-20,Chad,434.343
2023-10-21,Chad,434.343
2023-10-22,Chad,434.343
2023-10-23,Chad,434.343
2023-10-24,Chad,434.343
2023-10-25,Chad,434.343
2023-10-26,Chad,434.343
2023-10-27,Chad,434.343
2023-10-28,Chad,434.343
2023-10-29,Chad,434.343
2023-10-30,Chad,434.343
2023-10-31,Chad,434.343
2023-11-01,Chad,434.343
2023-11-02,Chad,434.343
2023-11-03,Chad,434.343
2023-11-04,Chad,434.343
2023-11-05,Chad,434.343
2023-11-06,Chad,434.343
2023-11-07,Chad,434.343
2023-11-08,Chad,434.343
2023-11-09,Chad,434.343
2023-11-10,Chad,434.343
2023-11-11,Chad,434.343
2023-11-12,Chad,434.343
2023-11-13,Chad,434.343
2023-11-14,Chad,434.343
2023-11-15,Chad,434.343
2023-11-16,Chad,434.343
2023-11-17,Chad,434.343
2023-11-18,Chad,434.343
2023-11-19,Chad,434.343
2023-11-20,Chad,434.343
2023-11-21,Chad,434.343
2023-11-22,Chad,434.343
2023-11-23,Chad,434.343
2023-11-24,Chad,434.343
2023-11-25,Chad,434.343
2023-11-26,Chad,434.343
2023-11-27,Chad,434.343
2023-11-28,Chad,434.343
2023-11-29,Chad,434.343
2023-11-30,Chad,434.343
2023-12-01,Chad,434.343
2023-12-02,Chad,434.343
2023-12-03,Chad,434.343
2023-12-04,Chad,434.343
2023-12-05,Chad,434.343
2023-12-06,Chad,434.343
2023-12-07,Chad,434.343
2023-12-08,Chad,434.343
2023-12-09,Chad,434.343
2023-12-10,Chad,434.343
2023-12-11,Chad,434.343
2023-12-12,Chad,434.343
2023-12-13,Chad,434.343
2023-12-14,Chad,434.343
2023-12-15,Chad,434.343
2023-12-16,Chad,434.343
2023-12-17,Chad,434.343
2023-12-18,Chad,434.343
2023-12-19,Chad,434.343
2023-12-20,Chad,434.343
2023-12-21,Chad,434.343
2023-12-22,Chad,434.343
2023-12-23,Chad,434.343
2023-12-24,Chad,434.343
2023-12-25,Chad,434.343
2023-12-26,Chad,434.343
2023-12-27,Chad,434.343
2023-12-28,Chad,434.343
2023-12-29,Chad,434.343
2021-01-01,Comoros,789.93
2021-01-02,Comoros,789.93
2021-01-03,Comoros,948.872
2021-01-04,Comoros,948.872
2021-01-05,Comoros,948.872
2021-01-06,Comoros,948.872
2021-01-07,Comoros,948.872
2021-01-08,Comoros,948.872
2021-01-09,Comoros,948.872
2021-01-10,Comoros,1290.657
2021-01-11,Comoros,1290.657
2021-01-12,Comoros,1290.657
2021-01-13,Comoros,1290.657
2021-01-14,Comoros,1290.657
2021-01-15,Comoros,1290.657
2021-01-16,Comoros,1290.657
2021-01-17,Comoros,1800.945
2021-01-18,Comoros,1800.945
2021-01-19,Comoros,1800.945
2021-01-20,Comoros,1800.945
2021-01-21,Comoros,1800.945
2021-01-22,Comoros,1800.945
2021-01-23,Comoros,1800.945
2021-01-24,Comoros,2617.166
2021-01-25,Comoros,2617.166
2021-01-26,Comoros,2617.166
2021-01-27,Comoros,2617.166
2021-01-28,Comoros,2617.166
2021-01-29,Comoros,2617.166
2021-01-30,Comoros,2617.166
2021-01-31,Comoros,3164.5
2021-02-01,Comoros,3164.5
2021-02-02,Comoros,3164.5
2021-02-03,Comoros,3164.5
2021-02-04,Comoros,3164.5
2021-02-05,Comoros,3164.5
2021-02-06,Comoros,3164.5
2021-02-07,Comoros,3604.28
2021-02-08,Comoros,3604.28
2021-02-09,Comoros,3604.28
2021-02-10,Comoros,3604.28
2021-02-11,Comoros,3604.28
2021-02-12,Comoros,3604.28
2021-02-13,Comoros,3604.28
2021-02-14,Comoros,3898.263
2021-02-15,Comoros,3898.263
2021-02-16,Comoros,3898.263
2021-02-17,Comoros,3898.263
2021-02-18,Comoros,3898.263
2021-02-19,Comoros,3898.263
2021-02-20,Comoros,3898.263
2021-02-21,Comoros,4087.081
2021-02-22,Comoros,4087.081
2021-02-23,Comoros,4087.081
2021-02-24,Comoros,4087.081
2021-02-25,Comoros,4087.081
2021-02-26,Comoros,4087.081
2021-02-27,Comoros,4087.081
2021-02-28,Comoros,4183.88
2021-03-01,Comoros,4183.88
2021-03-02,Comoros,4183.88
2021-03-03,Comoros,4183.88
2021-03-04,Comoros,4183.88
2021-03-05,Comoros,4183.88
2021-03-06,Comoros,4183.88
2021-03-07,Comoros,4213.757
2021-03-08,Comoros,4213.757
2021-03-09,Comoros,4213.757
2021-03-10,Comoros,4213.757
2021-03-11,Comoros,4213.757
2021-03-12,Comoros,4213.757
2021-03-13,Comoros,4213.757
2021-03-14,Comoros,4249.608
2021-03-15,Comoros,4249.608
2021-03-16,Comoros,4249.608
2021-03-17,Comoros,4249.608
2021-03-18,Comoros,4249.608
2021-03-19,Comoros,4249.608
2021-03-20,Comoros,4249.608
2021-03-21,Comoros,4297.41
2021-03-22,Comoros,4297.41
2021-03-23,Comoros,4297.41
2021-03-24,Comoros,4297.41
2021-03-25,Comoros,4297.41
2021-03-26,Comoros,4297.41
2021-03-27,Comoros,4297.41
2021-03-28,Comoros,4326.092
2021-03-29,Comoros,4326.092
2021-03-30,Comoros,4326.092
2021-03-31,Comoros,4326.092
2021-04-01,Comoros,4326.092
2021-04-02,Comoros,4326.092
2021-04-03,Comoros,4326.092
2021-04-04,Comoros,4444.402
2021-04-05,Comoros,4444.402
2021-04-06,Comoros,4444.402
2021-04-07,Comoros,4444.402
2021-04-08,Comoros,4444.402
2021-04-09,Comoros,4444.402
2021-04-10,Comoros,4444.402
2021-04-11,Comoros,4528.056
2021-04-12,Comoros,4528.056
2021-04-13,Comoros,4528.056
2021-04-14,Comoros,4528.056
2021-04-15,Comoros,4528.056
2021-04-16,Comoros,4528.056
2021-04-17,Comoros,4528.056
2021-04-18,Comoros,4563.907
2021-04-19,Comoros,4563.907
2021-04-20,Comoros,4563.907
2021-04-21,Comoros,4563.907
2021-04-22,Comoros,4563.907
2021-04-23,Comoros,4563.907
2021-04-24,Comoros,4563.907
2021-04-25,Comoros,4575.858
2021-04-26,Comoros,4575.858
2021-04-27,Comoros,4575.858
2021-04-28,Comoros,4575.858
2021-04-29,Comoros,4575.858
2021-04-30,Comoros,4575.858
2021-05-01,Comoros,4575.858
2021-05-02,Comoros,4587.808
2021-05-03,Comoros,4587.808
2021-05-04,Comoros,4587.808
2021-05-05,Comoros,4587.808
2021-05-06,Comoros,4587.808
2021-05-07,Comoros,4587.808
2021-05-08,Comoros,4587.808
2021-05-09,Comoros,4605.734
2021-05-10,Comoros,4605.734
2021-05-11,Comoros,4605.734
2021-05-12,Comoros,4605.734
2021-05-13,Comoros,4605.734
2021-05-14,Comoros,4605.734
2021-05-15,Comoros,4605.734
2021-05-16,Comoros,4616.49
2021-05-17,Comoros,4616.49
2021-05-18,Comoros,4616.49
2021-05-19,Comoros,4616.49
2021-05-20,Comoros,4616.49
2021-05-21,Comoros,4616.49
2021-05-22,Comoros,4616.49
2021-05-23,Comoros,4627.245
2021-05-24,Comoros,4627.245
2021-05-25,Comoros,4627.245
2021-05-26,Comoros,4627.245
2021-05-27,Comoros,4627.245
2021-05-28,Comoros,4627.245
2021-05-29,Comoros,4627.245
2021-05-30,Comoros,4638.001
2021-05-31,Comoros,4638.001
2021-06-01,Comoros,4638.001
2021-06-02,Comoros,4638.001
2021-06-03,Comoros,4638.001
2021-06-04,Comoros,4638.001
2021-06-05,Comoros,4638.001
2021-06-06,Comoros,4646.366
2021-06-07,Comoros,4646.366
2021-06-08,Comoros,4646.366
2021-06-09,Comoros,4646.366
2021-06-10,Comoros,4646.366
2021-06-11,Comoros,4646.366
2021-06-12,Comoros,4646.366
2021-06-13,Comoros,4659.511
2021-06-14,Comoros,4659.511
2021-06-15,Comoros,4659.511
2021-06-16,Comoros,4659.511
2021-06-17,Comoros,4659.511
2021-06-18,Comoros,4659.511
2021-06-19,Comoros,4659.511
2021-06-20,Comoros,4670.267
2021-06-21,Comoros,4670.267
2021-06-22,Comoros,4670.267
2021-06-23,Comoros,4670.267
2021-06-24,Comoros,4670.267
2021-06-25,Comoros,4670.267
2021-06-26,Comoros,4670.267
2021-06-27,Comoros,4689.388
2021-06-28,Comoros,4689.388
2021-06-29,Comoros,4689.388
2021-06-30,Comoros,4689.388
2021-07-01,Comoros,4689.388
2021-07-02,Comoros,4689.388
2021-07-03,Comoros,4689.388
2021-07-04,Comoros,4730.02
2021-07-05,Comoros,4730.02
2021-07-06,Comoros,4730.02
2021-07-07,Comoros,4730.02
2021-07-08,Comoros,4730.02
2021-07-09,Comoros,4730.02
2021-07-10,Comoros,4730.02
2021-07-11,Comoros,4775.432
2021-07-12,Comoros,4775.432
2021-07-13,Comoros,4775.432
2021-07-14,Comoros,4775.432
2021-07-15,Comoros,4775.432
2021-07-16,Comoros,4775.432
2021-07-17,Comoros,4775.432
2021-07-18,Comoros,4793.357
2021-07-19,Comoros,4793.357
2021-07-20,Comoros,4793.357
2021-07-21,Comoros,4793.357
2021-07-22,Comoros,4793.357
2021-07-23,Comoros,4793.357
2021-07-24,Comoros,4793.357
2021-07-25,Comoros,4805.308
2021-07-26,Comoros,4805.308
2021-07-27,Comoros,4805.308
2021-07-28,Comoros,4805.308
2021-07-29,Comoros,4805.308
2021-07-30,Comoros,4805.308
2021-07-31,Comoros,4805.308
2021-08-01,Comoros,4813.673
2021-08-02,Comoros,4813.673
2021-08-03,Comoros,4813.673
2021-08-04,Comoros,4813.673
2021-08-05,Comoros,4813.673
2021-08-06,Comoros,4813.673
2021-08-07,Comoros,4813.673
2021-08-08,Comoros,4817.258
2021-08-09,Comoros,4817.258
2021-08-10,Comoros,4817.258
2021-08-11,Comoros,4817.258
2021-08-12,Comoros,4817.258
2021-08-13,Comoros,4817.258
2021-08-14,Comoros,4817.258
2021-08-15,Comoros,4825.624
2021-08-16,Comoros,4825.624
2021-08-17,Comoros,4825.624
2021-08-18,Comoros,4825.624
2021-08-19,Comoros,4825.624
2021-08-20,Comoros,4825.624
2021-08-21,Comoros,4825.624
2021-08-22,Comoros,4837.574
2021-08-23,Comoros,4837.574
2021-08-24,Comoros,4837.574
2021-08-25,Comoros,4837.574
2021-08-26,Comoros,4837.574
2021-08-27,Comoros,4837.574
2021-08-28,Comoros,4837.574
2021-08-29,Comoros,4854.305
2021-08-30,Comoros,4854.305
2021-08-31,Comoros,4854.305
2021-09-01,Comoros,4854.305
2021-09-02,Comoros,4854.305
2021-09-03,Comoros,4854.305
2021-09-04,Comoros,4854.305
2021-09-05,Comoros,4880.596
2021-09-06,Comoros,4880.596
2021-09-07,Comoros,4880.596
2021-09-08,Comoros,4880.596
2021-09-09,Comoros,4880.596
2021-09-10,Comoros,4880.596
2021-09-11,Comoros,4880.596
2021-09-12,Comoros,4892.547
2021-09-13,Comoros,4892.547
2021-09-14,Comoros,4892.547
2021-09-15,Comoros,4892.547
2021-09-16,Comoros,4892.547
2021-09-17,Comoros,4892.547
2021-09-18,Comoros,4892.547
2021-09-19,Comoros,4906.887
2021-09-20,Comoros,4906.887
2021-09-21,Comoros,4906.887
2021-09-22,Comoros,4906.887
2021-09-23,Comoros,4906.887
2021-09-24,Comoros,4906.887
2021-09-25,Comoros,4906.887
2021-09-26,Comoros,4920.033
2021-09-27,Comoros,4920.033
2021-09-28,Comoros,4920.033
2021-09-29,Comoros,4920.033
2021-09-30,Comoros,4920.033
2021-10-01,Comoros,4920.033
2021-10-02,Comoros,4920.033
2021-10-03,Comoros,4965.445
2021-10-04,Comoros,4965.445
2021-10-05,Comoros,4965.445
2021-10-06,Comoros,4965.445
2021-10-07,Comoros,4965.445
2021-10-08,Comoros,4965.445
2021-10-09,Comoros,4965.445
2021-10-10,Comoros,4977.396
2021-10-11,Comoros,4977.396
2021-10-12,Comoros,4977.396
2021-10-13,Comoros,4977.396
2021-10-14,Comoros,4977.396
2021-10-15,Comoros,4977.396
2021-10-16,Comoros,4977.396
2021-10-17,Comoros,5002.492
2021-10-18,Comoros,5002.492
2021-10-19,Comoros,5002.492
2021-10-20,Comoros,5002.492
2021-10-21,Comoros,5002.492
2021-10-22,Comoros,5002.492
